Paper_ID,Observation_ID,Author,Year,Title,Journal,DOI,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Taxa_name,Order,Family,Genus,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Extracted_from,Evidence_type,Effect_size,Effect_size_type,Sample_variance,Sample_variance_type,Aggregated,Contributor_name,Search_date,Notes
Abbate_2019,Abbate_2019_11,Abbate et al.,2019,Urban development decreases bee abundance and diversity within coastal dune systems,NA,10.1016/j.gecco.2019.e00711,NA,NA,NA,27.665,-81.516,USA,NA,NA,Hymenoptera,Halictidae,NA,Lasioglossum tamiamense,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-0.238,Hedge's D,0.035,Hedge's D,NA,Joe,NA,NA
Abbate_2019,Abbate_2019_12,Abbate et al.,2019,Urban development decreases bee abundance and diversity within coastal dune systems,NA,10.1016/j.gecco.2019.e00711,NA,NA,NA,27.665,-81.516,USA,NA,NA,Hymenoptera,Megachilidae,NA,Megachile pseudobrevis,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-0.307,Hedge's D,0.035,Hedge's D,NA,Joe,NA,NA
Abbate_2019,Abbate_2019_13,Abbate et al.,2019,Urban development decreases bee abundance and diversity within coastal dune systems,NA,10.1016/j.gecco.2019.e00711,NA,NA,NA,27.665,-81.516,USA,NA,NA,Hymenoptera,Apidae,NA,Melissodes communis,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-0.19,Hedge's D,0.035,Hedge's D,NA,Joe,NA,NA
Abbate_2019,Abbate_2019_14,Abbate et al.,2019,Urban development decreases bee abundance and diversity within coastal dune systems,NA,10.1016/j.gecco.2019.e00711,NA,NA,NA,27.665,-81.516,USA,NA,NA,Hymenoptera,Apidae,NA,Melissodes comptoides,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-0.244,Hedge's D,0.035,Hedge's D,NA,Joe,NA,NA
Abbate_2019,Abbate_2019_15,Abbate et al.,2019,Urban development decreases bee abundance and diversity within coastal dune systems,NA,10.1016/j.gecco.2019.e00711,NA,NA,NA,27.665,-81.516,USA,NA,NA,Hymenoptera,Apidae,NA,Apis mellifera,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,0.695,Hedge's D,0.037,Hedge's D,NA,Joe,NA,NA
Baldock_2015,Baldock_2015_1,Baldock et al.,2015,Where is the UK¡¯s pollinator biodiversity? The importance of urban areas for flower- visiting insects,NA,10.1098/rspb.2014.2849,NA,NA,NA,53.801,-1.549,UK,NA,NA,Diptera,Syrphidae,NA,hoverflies,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-0.548,Hedge's D,0.161,Hedge's D,NA,Joe,NA,NA
Baldock_2015,Baldock_2015_2,Baldock et al.,2015,Where is the UK¡¯s pollinator biodiversity? The importance of urban areas for flower- visiting insects,NA,10.1098/rspb.2014.2849,NA,NA,NA,53.801,-1.549,UK,NA,NA,Hymenoptera,Apidae,NA,Bombus,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,0.155,Hedge's D,0.156,Hedge's D,NA,Joe,NA,NA
Baldock_2015,Baldock_2015_3,Baldock et al.,2015,Where is the UK¡¯s pollinator biodiversity? The importance of urban areas for flower- visiting insects,NA,10.1098/rspb.2014.2849,NA,NA,NA,53.801,-1.549,UK,NA,NA,Hymenoptera,Apidae,NA,honeybees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,0.206,Hedge's D,0.156,Hedge's D,NA,Joe,NA,NA
Baldock_2015,Baldock_2015_4,Baldock et al.,2015,Where is the UK¡¯s pollinator biodiversity? The importance of urban areas for flower- visiting insects,NA,10.1098/rspb.2014.2849,NA,NA,NA,53.801,-1.549,UK,NA,NA,Hymenoptera,Apidae,NA,solitary bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,0.64,Hedge's D,0.163,Hedge's D,NA,Joe,NA,NA
Banaszak-Cibicka_2021,Banaszak-Cibicka_2021_1,Banaszak-Cibicka & Dylewski ,2021,Species and functional diversity - A better understanding of the impact of urbanization on bee communities,NA,10.1016/j.scitotenv.2021.145729,NA,NA,NA,52.406,16.925,Poland,NA,NA,Hymenoptera,mixed,NA,bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,1.14,Hedge's D,0.33,Hedge's D,NA,Joe,NA,NA
Banaszak-Cibicka_2016,Banaszak-Cibicka_2016_1,Banaszak-Cibicka et al.,2016,Features of urban green space favourable for large and diverse bee populations (Hymenoptera: Apoidea: Apiformes),NA,10.1016/j.ufug.2016.10.015,NA,NA,NA,52.406,16.925,Poland,NA,NA,Hymenoptera,mixed,NA,bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Urban,NA,NA,NA,NA,-2.168,Hedge's D,1.103,Hedge's D,NA,Joe,NA,NA
Banaszak-Cibicka_2018,Banaszak-Cibicka_2018_1,Banaszak-Cibicka et al.,2018,City parks vs. natural areas - is it possible to preserve a natural level of bee richness and abundance in a city park?,NA,10.1007/s11252-018-0756-8,NA,NA,NA,52.406,16.925,Poland,NA,NA,Hymenoptera,mixed,NA,bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-0.024,Hedge's D,0.204,Hedge's D,NA,Joe,NA,NA
Bates_2011,Bates_2011_1,Bates et al.,2011,Changing bee and hoverfly pollinator assemblages along an urban-rural gradient ,NA,10.1371/journal.pone.0023459 ,NA,NA,NA,52.486,-1.89,UK,NA,NA,Diptera,Syrphidae,NA,hoverflies,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-1.063,Hedge's D,0.255,Hedge's D,NA,Joe,NA,NA
Bates_2011,Bates_2011_2,Bates et al.,2011,Changing bee and hoverfly pollinator assemblages along an urban-rural gradient ,NA,10.1371/journal.pone.0023459 ,NA,NA,NA,52.486,-1.89,UK,NA,NA,Hymenoptera,mixed,NA,bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-0.75,Hedge's D,0.239,Hedge's D,NA,Joe,NA,NA
Biella_2022,Biella_2022_1,Biella et al.,2022,"City climate and landscape structure shape pollinators, nectar and transported pollen along a gradient of urbanization ",NA,10.1111/1365-2664.14168,NA,NA,NA,45.464,9.19,Italy,NA,NA,Diptera,Syrphidae,NA,hoverflies,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-1.03,Hedge's D,0.14,Hedge's D,NA,Joe,NA,NA
Biella_2022,Biella_2022_2,Biella et al.,2022,"City climate and landscape structure shape pollinators, nectar and transported pollen along a gradient of urbanization ",NA,10.1111/1365-2664.14168,NA,NA,NA,45.464,9.19,Italy,NA,NA,Hymenoptera,mixed,NA,other Hymenoptera,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-0.315,Hedge's D,0.112,Hedge's D,NA,Joe,NA,NA
Birdshire_2020,Birdshire_2020_1,Birdshire et al.,2020,Bee community response to local and landscape factors along an urban-rural gradient,NA,10.1007/s11252-020-00956-w,NA,NA,NA,39.739,-104.99,USA,NA,NA,Hymenoptera,mixed,NA,bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-0.69,Hedge's D,0.353,Hedge's D,NA,Joe,NA,NA
Blair_1997,Blair_1997_1,Blair & Launer,1997,butterflydiversity and human land use: Species assemblages along an urban gradient,NA,10.1016/S0006-3207(96)00056-0,NA,NA,NA,37.442,-122.143,USA,NA,NA,Lepidoptera,mixed,NA,butterflies,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Urban,NA,NA,NA,NA,-2.582,Hedge's D,1.845,Hedge's D,NA,Joe,NA,NA
Burdine_2019,Burdine_2019_1,Burdine & McCluney,2019,Interactive effects of urbanization and local habitat characteristics influence bee communities and flower visitation rates,NA,10.1007/s00442-019-04416-x,NA,NA,NA,41.653,-83.538,USA,NA,NA,Hymenoptera,mixed,NA,bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Urban,NA,NA,NA,NA,-0.824,Hedge's D,0.154,Hedge's D,NA,Joe,NA,NA
Candido_2018,Candido_2018_1,Candido et al.,2018,"Effects of fragments and landscape characteristics on the orchid bee richness (Apidae: Euglossini) in an urban matrix, southwestern Amazonia",NA,10.1007/s10841-018-0075-7,NA,NA,NA,-9.974,-67.81, Brazil,NA,NA,Hymenoptera,Apidae,NA,orchid bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Urban,NA,NA,NA,NA,-2.409,Hedge's D,1.007,Hedge's D,NA,Joe,NA,NA
Carper_2014,Carper_2014_1,Carper et al.,2014,Effects of suburbanization on forest bee communities,NA,10.1603/EN13078,NA,NA,NA,35.899,-78.864,USA,NA,NA,Hymenoptera,mixed,NA,bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,1.546,Hedge's D,0.424,Hedge's D,NA,Joe,NA,NA
Choate_2018,Choate_2018_1,Choate et al.,2018,Wild bee species abundance and richness across an urban_rural gradient,NA,10.1007/s10841-018-0068-6,NA,NA,NA,41.641,-80.151,USA,NA,NA,Hymenoptera,mixed,NA,bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Urban,NA,NA,NA,NA,-0.325,Hedge's D,0.097,Hedge's D,NA,Joe,NA,NA
Chrobock_2013,Chrobock_2013_1,Chrobock et al.,2013,The cobblers stick to their lasts: pollinators prefer native over alien plant species in a multi-species experiment,NA,10.1007/s10530-013-0474-3,NA,NA,NA,36.6,-121.895,Switzerland,NA,NA,Hymenoptera,mixed,NA,bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-9.022,Hedge's D,2.715,Hedge's D,NA,Joe,NA,NA
Chrobock_2013,Chrobock_2013_2,Chrobock et al.,2013,The cobblers stick to their lasts: pollinators prefer native over alien plant species in a multi-species experiment,NA,10.1007/s10530-013-0474-3,NA,NA,NA,52.614,0.886,Switzerland,NA,NA,Hymenoptera,Apidae,NA,Bombus pratorum,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,4.282,Hedge's D,0.322,Hedge's D,NA,Joe,NA,NA
Chrobock_2013,Chrobock_2013_3,Chrobock et al.,2013,The cobblers stick to their lasts: pollinators prefer native over alien plant species in a multi-species experiment,NA,10.1007/s10530-013-0474-3,NA,NA,NA,52.614,0.886,Switzerland,NA,NA,Hymenoptera,Apidae,NA,Bombus hypnorum,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,2.05,Hedge's D,0.147,Hedge's D,NA,Joe,NA,NA
Chrobock_2013,Chrobock_2013_4,Chrobock et al.,2013,The cobblers stick to their lasts: pollinators prefer native over alien plant species in a multi-species experiment,NA,10.1007/s10530-013-0474-3,NA,NA,NA,55.344,86.062,Switzerland,NA,NA,Hymenoptera,Apidae,NA,Bombus,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-2.41,Hedge's D,0.748,Hedge's D,NA,Joe,NA,NA
Chrobock_2013,Chrobock_2013_5,Chrobock et al.,2013,The cobblers stick to their lasts: pollinators prefer native over alien plant species in a multi-species experiment,NA,10.1007/s10530-013-0474-3,NA,NA,NA,55.344,86.062,Switzerland,NA,NA,Lepidoptera,mixed,NA,butterflies,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-0.332,Hedge's D,0.447,Hedge's D,NA,Joe,NA,NA
Chrobock_2013,Chrobock_2013_6,Chrobock et al.,2013,The cobblers stick to their lasts: pollinators prefer native over alien plant species in a multi-species experiment,NA,10.1007/s10530-013-0474-3,NA,NA,NA,-20.402,-43.511,Switzerland,NA,NA,Hymenoptera,Apidae,NA,Eufriesea nigrohirta,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-2.393,Hedge's D,0.704,Hedge's D,NA,Joe,NA,NA
Chrobock_2013,Chrobock_2013_7,Chrobock et al.,2013,The cobblers stick to their lasts: pollinators prefer native over alien plant species in a multi-species experiment,NA,10.1007/s10530-013-0474-3,NA,NA,NA,-20.402,-43.511,Switzerland,NA,NA,Hymenoptera,Apidae,NA,Eufriesea violacea,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-4.119,Hedge's D,1.273,Hedge's D,NA,Joe,NA,NA
Chrobock_2013,Chrobock_2013_8,Chrobock et al.,2013,The cobblers stick to their lasts: pollinators prefer native over alien plant species in a multi-species experiment,NA,10.1007/s10530-013-0474-3,NA,NA,NA,-20.402,-43.511,Switzerland,NA,NA,Hymenoptera,Apidae,NA,Eufriesea violascens,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-0.661,Hedge's D,0.436,Hedge's D,NA,Joe,NA,NA
Chrobock_2013,Chrobock_2013_9,Chrobock et al.,2013,The cobblers stick to their lasts: pollinators prefer native over alien plant species in a multi-species experiment,NA,10.1007/s10530-013-0474-3,NA,NA,NA,-20.402,-43.511,Switzerland,NA,NA,Hymenoptera,Apidae,NA,Euglossa aff. crassipunctata,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-0.792,Hedge's D,0.445,Hedge's D,NA,Joe,NA,NA
Chrobock_2013,Chrobock_2013_10,Chrobock et al.,2013,The cobblers stick to their lasts: pollinators prefer native over alien plant species in a multi-species experiment,NA,10.1007/s10530-013-0474-3,NA,NA,NA,-20.402,-43.511,Switzerland,NA,NA,Hymenoptera,Apidae,NA,Euglossa annectans,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-2.082,Hedge's D,0.633,Hedge's D,NA,Joe,NA,NA
Chrobock_2013,Chrobock_2013_11,Chrobock et al.,2013,The cobblers stick to their lasts: pollinators prefer native over alien plant species in a multi-species experiment,NA,10.1007/s10530-013-0474-3,NA,NA,NA,-20.402,-43.511,Switzerland,NA,NA,Hymenoptera,Apidae,NA,Euglossa cordata,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Rural,NA,NA,NA,NA,-0.466,Hedge's D,0.425,Hedge's D,NA,Joe,NA,NA
Cohen_2022,Cohen_2022_1,Cohen et al.,2022,Local and landscape features constrain the trait and taxonomic diversity of urban bees,NA,"10.1007/s10980-021-01370-z(0123456789().,-volV()0123456789().,-volV) ",NA,NA,NA,-20.402,-43.511,USA,NA,NA,Hymenoptera,Apidae,NA,Euglossa fimbriata,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Urban,NA,NA,NA,NA,-0.164,Hedge's D,0.415,Hedge's D,NA,Joe,NA,NA
Crowther_2014,Crowther_2014_1,Crowther et al.,2014,"Habitat and Forage Associations of a Naturally Colonising Insect Pollinator, the Tree Bumblebee Bombus hypnorum",NA,10.1371/journal.pone.0107568,NA,NA,NA,-20.402,-43.511,UK,NA,NA,Hymenoptera,Apidae,NA,Euglossa leucotricha,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,0.06,Hedge's D,0.414,Hedge's D,NA,Joe,NA,NA
Crowther_2014,Crowther_2014_2,Crowther et al.,2014,"Habitat and Forage Associations of a Naturally Colonising Insect Pollinator, the Tree Bumblebee Bombus hypnorum",NA,10.1371/journal.pone.0107568,NA,NA,NA,-20.402,-43.511,UK,NA,NA,Hymenoptera,Apidae,NA,Euglossa melanotricha,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-1.78,Hedge's D,0.574,Hedge's D,NA,Joe,NA,NA
Davis_2014,Davis_2014_1,Davis et al.,2014,The association between nectar availability and nectarivore density in urban and natural environments,NA,10.1007/s11252-014-0417-5,NA,NA,NA,-20.402,-43.511,Australia,NA,NA,Hymenoptera,Apidae,NA,Euglossa pleosticta,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-1.302,Hedge's D,0.499,Hedge's D,NA,Joe,NA,NA
Davis_2014,Davis_2014_2,Davis et al.,2014,The association between nectar availability and nectarivore density in urban and natural environments,NA,10.1007/s11252-014-0417-5,NA,NA,NA,-20.402,-43.511,Australia,NA,NA,Hymenoptera,Apidae,NA,Euglossa securigera,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,0.383,Hedge's D,0.421,Hedge's D,NA,Joe,NA,NA
Davis_2014,Davis_2014_3,Davis et al.,2014,The association between nectar availability and nectarivore density in urban and natural environments,NA,10.1007/s11252-014-0417-5,NA,NA,NA,-20.402,-43.511,Australia,NA,NA,Hymenoptera,Apidae,NA,Eulaema cingulata,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-5.897,Hedge's D,2.175,Hedge's D,NA,Joe,NA,NA
Davis_2014,Davis_2014_4,Davis et al.,2014,The association between nectar availability and nectarivore density in urban and natural environments,NA,10.1007/s11252-014-0417-5,NA,NA,NA,-20.402,-43.511,Australia,NA,NA,Hymenoptera,Apidae,NA,Eulaema nigrita ,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-2.235,Hedge's D,0.667,Hedge's D,NA,Joe,NA,NA
De_2020,De_2020_1,De Santis & Chacoff,2020,Urbanization Affects Composition but Not Richness of Flower Visitors in the Yungas of Argentina,NA,10.1007/s13744-020-00772-z,NA,NA,NA,-20.402,-43.511,Argentina,NA,NA,Hymenoptera,Apidae,NA,Exaerete dentata,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,0.094,Hedge's D,0.414,Hedge's D,NA,Joe,NA,NA
Eremeeva_2005,Eremeeva_2005_1,Eremeeva & Sushchev,2005,"Structural Changes in the Fauna of Pollinating Insects
in Urban Landscapes",NA,10.1007/s11184-005-0070-6,NA,NA,NA,52.52,13.405,Russia,NA,NA,Hymenoptera,Apidae,NA,Apis mellifera,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-0.481,Hedge's D,0.139,Hedge's D,NA,Joe,NA,NA
Eremeeva_2005,Eremeeva_2005_2,Eremeeva & Sushchev,2005,"Structural Changes in the Fauna of Pollinating Insects
in Urban Landscapes",NA,10.1007/s11184-005-0070-6,NA,NA,NA,52.52,13.405,Russia,NA,NA,Hymenoptera,Melittidae,NA,Dasypoda hirtipes,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-0.373,Hedge's D,0.135,Hedge's D,NA,Joe,NA,NA
Ferreira_2013,Ferreira_2013_1,Ferreira et al.,2013,Old Fragments of Forest Inside an Urban Area Are Able to Keep Orchid Bee (Hymenoptera: Apidae: Euglossini) Assemblages? The Case of a Brazilian Historical City,NA,10.1007/s13744-013-0145-1,NA,NA,NA,52.52,13.405,Brazil,NA,NA,Hymenoptera,Andrenidae,NA,bees,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,1.039,Hedge's D,0.168,Hedge's D,NA,Joe,NA,NA
Ferreira_2013,Ferreira_2013_2,Ferreira et al.,2013,Old Fragments of Forest Inside an Urban Area Are Able to Keep Orchid Bee (Hymenoptera: Apidae: Euglossini) Assemblages? The Case of a Brazilian Historical City,NA,10.1007/s13744-013-0145-1,NA,NA,NA,52.52,13.405,Brazil,NA,NA,Hymenoptera,Apidae,NA,Bombus,NA,NA,NA,Abundance,NA,1 Residential & commercial development,1.1 Housing & urban areas,NA,Urban,NA,NA,Natural,NA,NA,NA,NA,-0.751,Hedge's D,0.15,Hedge's D,NA,Joe,NA,NA
