Paper_ID,Included,Observation_ID ,Author,Year,Title,Journal,DOI,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Taxa_name,Order,Family,Genus ,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Sampling_method,Sampling_intensity_unit,Sampling_intensity,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Extracted_from,Evidence_type,Treatment_N,Treatment_mean,Treatment_error,Treatment_error_type,Control_N,Control_mean,Control_error,Control_error_type,Contributor_name,Search_date,Notes
Liu_2022,Y,Liu_2022_1,"Liu, Shengdong and Ding, Niukun and Meng, Qingfan and Shi, Ying and Shi, Jiaqi and Li, Yan and Zhao, Hongrui",2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2014,2014,,,,Richness,,5 Biological resource use,5.3 Logging & wood harvesting,,"17.2% (light harvesting intensity, LT)",17.2,%,"0% (untreated control, CK)",0,%,Fig3,Experimental,18,6.64,0.56,CI95,18,5.96,0.8,CI95,,,
Liu_2022,Y,Liu_2022_2,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2014,2014,,,,Richness,,5 Biological resource use,5.3 Logging & wood harvesting,,"34.7% (moderate harvesting intensity, MT)",34.7,%,"0% (untreated control, CK)",0,%,Fig3,Experimental,18,6.49,0.6,CI95,18,5.96,0.8,CI95,,,
Liu_2022,Y,Liu_2022_3,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2014,2014,,,,Richness,,5 Biological resource use,5.3 Logging & wood harvesting,," 51.9% (high harvesting intensity, HT) ",51.9,%,"0% (untreated control, CK)",0,%,Fig3,Experimental,18,6.72,0.79,CI95,18,5.96,0.8,CI95,,,
Liu_2022,Y,Liu_2022_7,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2015,2015,,,,Richness,,5 Biological resource use,5.3 Logging & wood harvesting,,"17.2% (light harvesting intensity, LT)",17.2,%,"0% (untreated control, CK)",0,%,Fig3,Experimental,18,5.77,0.2,CI95,18,5.88,0.3,CI95,,,
Liu_2022,Y,Liu_2022_8,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2015,2015,,,,Richness,,5 Biological resource use,5.3 Logging & wood harvesting,,"34.7% (moderate harvesting intensity, MT)",34.7,%,"0% (untreated control, CK)",0,%,Fig3,Experimental,18,6.08,0.2,CI95,18,5.88,0.3,CI95,,,
Liu_2022,Y,Liu_2022_9,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2015,2015,,,,Richness,,5 Biological resource use,5.3 Logging & wood harvesting,," 51.9% (high harvesting intensity, HT) ",51.9,%,"0% (untreated control, CK)",0,%,Fig3,Experimental,18,6.19,0.31,CI95,18,5.88,0.3,CI95,,,
Liu_2022,Y,Liu_2022_13,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2016,2016,,,,Richness,,5 Biological resource use,5.3 Logging & wood harvesting,,"17.2% (light harvesting intensity, LT)",17.2,%,"0% (untreated control, CK)",0,%,Fig3,Experimental,18,6.72,0.34,CI95,18,6.34,0.52,CI95,,,
Liu_2022,Y,Liu_2022_14,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2016,2016,,,,Richness,,5 Biological resource use,5.3 Logging & wood harvesting,,"34.7% (moderate harvesting intensity, MT)",34.7,%,"0% (untreated control, CK)",0,%,Fig3,Experimental,18,6.83,0.33,CI95,18,6.34,0.52,CI95,,,
Liu_2022,Y,Liu_2022_15,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2016,2016,,,,Richness,,5 Biological resource use,5.3 Logging & wood harvesting,," 51.9% (high harvesting intensity, HT) ",51.9,%,"0% (untreated control, CK)",0,%,Fig3,Experimental,18,6.83,0.5,CI95,18,6.34,0.52,CI95,,,
Liu_2022,Y,Liu_2022_4,"Liu, Shengdong and Ding, Niukun and Meng, Qingfan and Shi, Ying and Shi, Jiaqi and Li, Yan and Zhao, Hongrui",2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2014,2014,,,,Abundance,,5 Biological resource use,5.3 Logging & wood harvesting,,"17.2% (light harvesting intensity, LT)",17.2,%,"1% (untreated control, CK)",0,%,Fig3,Experimental,18,9.53,0.38,CI95,18,9.55,0.5,CI95,,,
Liu_2022,Y,Liu_2022_5,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2014,2014,,,,Abundance,,5 Biological resource use,5.3 Logging & wood harvesting,,"34.7% (moderate harvesting intensity, MT)",34.7,%,"2% (untreated control, CK)",0,%,Fig3,Experimental,18,10.09,0.42,CI95,18,9.55,0.5,CI95,,,
Liu_2022,Y,Liu_2022_6,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2014,2014,,,,Abundance,,5 Biological resource use,5.3 Logging & wood harvesting,," 51.9% (high harvesting intensity, HT) ",51.9,%,"3% (untreated control, CK)",0,%,Fig3,Experimental,18,10.38,0.48,CI95,18,9.55,0.5,CI95,,,
Liu_2022,Y,Liu_2022_10,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2015,2015,,,,Abundance,,5 Biological resource use,5.3 Logging & wood harvesting,,"17.2% (light harvesting intensity, LT)",17.2,%,"4% (untreated control, CK)",0,%,Fig3,Experimental,18,9.34,0.76,CI95,18,9.42,0.94,CI95,,,
Liu_2022,Y,Liu_2022_11,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2015,2015,,,,Abundance,,5 Biological resource use,5.3 Logging & wood harvesting,,"34.7% (moderate harvesting intensity, MT)",34.7,%,"5% (untreated control, CK)",0,%,Fig3,Experimental,18,10.46,0.74,CI95,18,9.42,0.94,CI95,,,
Liu_2022,Y,Liu_2022_12,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2015,2015,,,,Abundance,,5 Biological resource use,5.3 Logging & wood harvesting,," 51.9% (high harvesting intensity, HT) ",51.9,%,"6% (untreated control, CK)",0,%,Fig3,Experimental,18,10.51,1,CI95,18,9.42,0.94,CI95,,,
Liu_2022,Y,Liu_2022_16,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2016,2016,,,,Abundance,,5 Biological resource use,5.3 Logging & wood harvesting,,"17.2% (light harvesting intensity, LT)",17.2,%,"7% (untreated control, CK)",0,%,Fig3,Experimental,18,9.83,0.15,CI95,18,9.55,0.2,CI95,,,
Liu_2022,Y,Liu_2022_17,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2016,2016,,,,Abundance,,5 Biological resource use,5.3 Logging & wood harvesting,,"34.7% (moderate harvesting intensity, MT)",34.7,%,"8% (untreated control, CK)",0,%,Fig3,Experimental,18,10.15,0.15,CI95,18,9.55,0.2,CI95,,,
Liu_2022,Y,Liu_2022_18,,2022,"Effects of different tree harvesting intensities on saproxylic beetle diversity in coniferous and broad-leaved mixed forest in the Changbai Mountain, Northeast, China",AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144064063&doi=10.1111%2fafe.12549&partnerID=40&md5=ee3c08bc1b703df544fab9f8edd72fb1,English,,43.966667,127.716667,China,Order,Coleoptera,Coleoptera,,,,,2016,2016,,,,Abundance,,5 Biological resource use,5.3 Logging & wood harvesting,," 51.9% (high harvesting intensity, HT) ",51.9,%,"9% (untreated control, CK)",0,%,Fig3,Experimental,18,10.38,0.2,CI95,18,9.55,0.2,CI95,,,
Ueda2_2022,Y,Ueda2_2022_1,"Ueda, A. and It??, H. and Kanetani, S.",2022,"Influence of clear-cutting, strip-cutting, and logging to construct strip roads on necrophagous silphid and dung beetle assemblages in a conifer plantation",Journal of Forest Research,10.1080/13416979.2022.2062814,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128780186&doi=10.1080%2f13416979.2022.2062814&partnerID=40&md5=ca637040a206ccbeeb3c221445815477,NA,,33.0375,130.936806,Japan,Order,Coleoptera,Coleoptera,,,,,2012,2013,,,,Richness,Number of sprcies per trap,5 Biological resource use,5.3 Logging & wood harvesting,,center of clear-cut (CCCT),100,%,uncut forest (UF),0,%,Fig4,Experimental,3,6.01,2.99,Standard deviation,4,10.53,1.48,Standard deviation,,,
Ueda2_2022,Y,Ueda2_2022_2,,2022,"Influence of clear-cutting, strip-cutting, and logging to construct strip roads on necrophagous silphid and dung beetle assemblages in a conifer plantation",Journal of Forest Research,10.1080/13416979.2022.2062814,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128780186&doi=10.1080%2f13416979.2022.2062814&partnerID=40&md5=ca637040a206ccbeeb3c221445815477,NA,,33.0375,130.936806,Japan,Order,Coleoptera,Coleoptera,,,,,2012,2013,,,,Richness,Number of sprcies per trap,5 Biological resource use,5.3 Logging & wood harvesting,,strip-cut(SC),50,%,uncut strip(US),0,%,Fig4,Experimental,4,7.48,1.3,Standard deviation,4,10.53,0.37,Standard deviation,,,
Ueda2_2022,Y,Ueda2_2022_3,,2022,"Influence of clear-cutting, strip-cutting, and logging to construct strip roads on necrophagous silphid and dung beetle assemblages in a conifer plantation",Journal of Forest Research,10.1080/13416979.2022.2062814,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128780186&doi=10.1080%2f13416979.2022.2062814&partnerID=40&md5=ca637040a206ccbeeb3c221445815477,NA,,33.0375,130.936806,Japan,Order,Coleoptera,Coleoptera,,,,,2012,2013,,,,Diversity,Simpson’s diversity index (1/D) for each trap,5 Biological resource use,5.3 Logging & wood harvesting,,center of clear-cut (CCCT),100,%,uncut forest (UF),0,%,Fig4,Experimental,3,1.76,0.21,Standard deviation,4,3.49,0.66,Standard deviation,,,
Ueda2_2022,Y,Ueda2_2022_4,,2022,"Influence of clear-cutting, strip-cutting, and logging to construct strip roads on necrophagous silphid and dung beetle assemblages in a conifer plantation",Journal of Forest Research,10.1080/13416979.2022.2062814,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128780186&doi=10.1080%2f13416979.2022.2062814&partnerID=40&md5=ca637040a206ccbeeb3c221445815477,NA,,33.0375,130.936806,Japan,Order,Coleoptera,Coleoptera,,,,,2012,2013,,,,Diversity,Simpson’s diversity index (1/D) for each trap,5 Biological resource use,5.3 Logging & wood harvesting,,strip-cut(SC),50,%,uncut strip(US),0,%,Fig4,Experimental,4,1.63,0.11,Standard deviation,4,1.77,0.64,Standard deviation,,,
Ueda2_2022,Y,Ueda2_2022_5,,2022,"Influence of clear-cutting, strip-cutting, and logging to construct strip roads on necrophagous silphid and dung beetle assemblages in a conifer plantation",Journal of Forest Research,10.1080/13416979.2022.2062814,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128780186&doi=10.1080%2f13416979.2022.2062814&partnerID=40&md5=ca637040a206ccbeeb3c221445815477,NA,,33.0375,130.936806,Japan,Order,Coleoptera,Coleoptera,,,,,2012,2013,,,,Abundance,Number of individuals per trap,5 Biological resource use,5.3 Logging & wood harvesting,,center of clear-cut (CCCT),100,%,uncut forest (UF),0,%,Fig4,Experimental,3,140.24,47.04335527,Standard deviation,4,384.15,48.15,Standard deviation,,,
Ueda2_2022,Y,Ueda2_2022_6,,2022,"Influence of clear-cutting, strip-cutting, and logging to construct strip roads on necrophagous silphid and dung beetle assemblages in a conifer plantation",Journal of Forest Research,10.1080/13416979.2022.2062814,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128780186&doi=10.1080%2f13416979.2022.2062814&partnerID=40&md5=ca637040a206ccbeeb3c221445815477,NA,,33.0375,130.936806,Japan,Order,Coleoptera,Coleoptera,,,,,2012,2013,,,,Abundance,Number of individuals per trap,5 Biological resource use,5.3 Logging & wood harvesting,,strip-cut(SC),50,%,uncut strip(US),0,%,Fig4,Experimental,4,250,16.66666667,Standard deviation,4,731.71,148.15,Standard deviation,,,
Ivanov_2022,Y,Ivanov_2022_1,"Ivanov, V, A. and Ivanova, V, E. and Gamaeva, V, S.",2022,Changes in the Diversity of Conifer-Broadleaf Forests of Southern Primorye Resulting from Selective Logging and Fires,RUSSIAN JOURNAL OF ECOLOGY,10.1134/S1067413622020047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127520629&doi=10.1134%2fS1067413622020047&partnerID=40&md5=cacab0c506842dd1e8dbecdb32f8c830,English,,43.345128,,Russia,Order,Coleoptera,Coleoptera,,,,,2017,2020,,,,Richness,Number of sprcies,5 Biological resource use,5.3 Logging & wood harvesting,,Forests after selective logging,50,%,Relatively undisturbed forests,0,%,Table2,Experimental,4,6.5,0.43,Standard error,5,7.2,0.52,Standard error,,,
