Paper_ID,Included,Observation_ID,Author,Year,Title,DOI,Journal,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Taxa_name,Order,Family,Genus,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Sampling_method,Sampling_intensity_unit,Sampling_intensity,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Extracted_from,Evidence_type,Treatment_N,Treatment_mean,Treatment_error,Treatment_error_type,Control_N,Control_mean,Control_error,Control_error_type,Contributor_name,Search_date,Notes
Suhling_2000,Y,Suhling_2000_Suhling 2000 11,"Suhling, F., Befeld, S., HÃ¤usler, M., Katzur, K., Lepkojus, S., MeslÃ©ard, F.",2000,"Effects of insecticide applications on macroinvertebrate density and biomass in rice-fields in the RhÃ´ne-delta, France",https://doi.org/10.1023/A:1004006422334,Hydrobiologia,https://www.proquest.com/scholarly-journals/effects-insecticide-applications-on/docview/821469928/se-2?accountid=14511,English,Google Scholar,43.5166667,4.666666667,France,Species,Sympetrum fonscolombii,Odonata,Libellulidae,NA,Sympetrum fonscolombii,"Nymph, Adult",1997,1997,"Square sampler, cage",NA,NA,Abundance,Individuals/mÂ²,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No insecticide,Table.2,Experimental,9,12.4,13.9,Standard deviation,9,29.4,19.9,Standard deviation,Daero,NA,NA
MeslÃ©ard_2005,Y,MeslÃ©ard_2005_MeslÃ©ard 2005 1,"MeslÃ©ard, F., Garnero, S., Beck, N., Rosecchi, Ã‰.",2005,Uselessness and indirect negative effects of an insecticide on rice field invertebrates,https://doi.org/10.1016/j.crvi.2005.09.003,Comptes Rendus Biologies,https://www.sciencedirect.com/science/article/pii/S1631069105001654,English,Google Scholar,43.62565632,4.546589667,France,Order,Odonata,Odonata,,NA,NA,Nymph,2001,2001,Square sampler,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Conventional,NA,NA,Organic,Figure.1,Quasi-experimental,9,5.8,2,Standard deviation,10,16.3,3.7,Standard deviation,Daero,NA,NA
MeslÃ©ard_2005,Y,MeslÃ©ard_2005_MeslÃ©ard 2005 2,"MeslÃ©ard, F., Garnero, S., Beck, N., Rosecchi, Ã‰.",2005,Uselessness and indirect negative effects of an insecticide on rice field invertebrates,https://doi.org/10.1016/j.crvi.2005.09.003,Comptes Rendus Biologies,https://www.sciencedirect.com/science/article/pii/S1631069105001654,English,Google Scholar,43.62565632,4.546589667,France,Order,Odonata,Odonata,,NA,NA,Nymph,2001,2001,Square sampler,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Conventional,NA,NA,Organic,Figure.1,Quasi-experimental,9,5.8,1.8,Standard deviation,10,19.6,3.5,Standard deviation,Daero,NA,NA
Martins_2009,Y,Martins_2009_Martins 2009 1,"Martins, D. J.",2009,"Differences in odonata abundance and diversity in pesticide-fished, traditionally-fished and protected areas in lake victoria, eastern Africa (Anisoptera).",,Odonatologica,https://natuurtijdschriften.nl/pub/592669,English,Web of science,-2.470739181,33.40746546,Tanzania,Order,Odonata,Odonata,,NA,NA,Adult,2006,2008,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Pesticide fished,NA,NA,Traditionally fished,Figure.1,Quasi-experimental,5,22.9,31,Standard deviation,5,61,31,Standard deviation,Daero,NA,NA
Martins_2009,Y,Martins_2009_Martins 2009 2,"Martins, D. J.",2009,"Differences in odonata abundance and diversity in pesticide-fished, traditionally-fished and protected areas in lake victoria, eastern Africa (Anisoptera).",,Odonatologica,https://natuurtijdschriften.nl/pub/592669,English,Web of science,-2.470739181,33.40746546,Tanzania,Order,Odonata,Odonata,,NA,NA,Adult,2006,2008,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Pesticide fished,NA,NA,Protected area,Figure.1,Quasi-experimental,5,22.9,31,Standard deviation,5,67.7,30.3,Standard deviation,Daero,NA,NA
Hayasaka_2012,Y,Hayasaka_2012_Hayasaka 2012 1,"Hayasaka, D., Korenaga, T., Suzuki, K., Saito, F., SÃ¡nchez-Bayo, F., Goka, K.",2012,Cumulative ecological impacts of two successive annual treatments of imidacloprid and fipronil on aquatic communities of paddy mesoco<U+B294>,https://doi.org/10.1016/j.ecoenv.2012.04.004,Ecotoxicology and Environmental Safety,https://www.sciencedirect.com/science/article/pii/S0147651312001121,English,Google Scholar,36.0333333,140.1166667,Japan,Family,Aeschnidae,Odonata,Aeschnidae,NA,NA,Nymph,2011,2011,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No insecticide,Table.3,Experimental,2,0,0,Standard deviation,2,1.1,1.7,Standard deviation,Daero,NA,NA
Hayasaka_2012,Y,Hayasaka_2012_Hayasaka 2012 2,"Hayasaka, D., Korenaga, T., Suzuki, K., Saito, F., SÃ¡nchez-Bayo, F., Goka, K.",2012,Cumulative ecological impacts of two successive annual treatments of imidacloprid and fipronil on aquatic communities of paddy mesoco<U+B294>,https://doi.org/10.1016/j.ecoenv.2012.04.004,Ecotoxicology and Environmental Safety,https://www.sciencedirect.com/science/article/pii/S0147651312001121,English,Google Scholar,36.0333333,140.1166667,Japan,Family,Aeschnidae,Odonata,Aeschnidae,NA,NA,Nymph,2011,2011,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No insecticide,Table.3,Experimental,2,4.1,4.1,Standard deviation,2,1.1,1.7,Standard deviation,Daero,NA,NA
Hayasaka_2012,Y,Hayasaka_2012_Hayasaka 2012 3,"Hayasaka, D., Korenaga, T., Suzuki, K., Saito, F., SÃ¡nchez-Bayo, F., Goka, K.",2012,Cumulative ecological impacts of two successive annual treatments of imidacloprid and fipronil on aquatic communities of paddy mesoco<U+B294>,https://doi.org/10.1016/j.ecoenv.2012.04.004,Ecotoxicology and Environmental Safety,https://www.sciencedirect.com/science/article/pii/S0147651312001121,English,Google Scholar,36.0333333,140.1166667,Japan,Species,Crocothemis servilia mariannae,Odonata,Libellulidae,NA,Crocothemis servilia mariannae,Nymph,2011,2011,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No insecticide,Table.3,Experimental,2,2.4,5.5,Standard deviation,2,49.2,64.2,Standard deviation,Daero,NA,NA
Hayasaka_2012,Y,Hayasaka_2012_Hayasaka 2012 4,"Hayasaka, D., Korenaga, T., Suzuki, K., Saito, F., SÃ¡nchez-Bayo, F., Goka, K.",2012,Cumulative ecological impacts of two successive annual treatments of imidacloprid and fipronil on aquatic communities of paddy mesoco<U+B294>,https://doi.org/10.1016/j.ecoenv.2012.04.004,Ecotoxicology and Environmental Safety,https://www.sciencedirect.com/science/article/pii/S0147651312001121,English,Google Scholar,36.0333333,140.1166667,Japan,Species,Crocothemis servilia mariannae,Odonata,Libellulidae,NA,Crocothemis servilia mariannae,Nymph,2011,2011,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No insecticide,Table.3,Experimental,2,12.6,10.6,Standard deviation,2,49.2,64.2,Standard deviation,Daero,NA,NA
Hayasaka_2012,Y,Hayasaka_2012_Hayasaka 2012 5,"Hayasaka, D., Korenaga, T., Suzuki, K., Saito, F., SÃ¡nchez-Bayo, F., Goka, K.",2012,Cumulative ecological impacts of two successive annual treatments of imidacloprid and fipronil on aquatic communities of paddy mesoco<U+B294>,https://doi.org/10.1016/j.ecoenv.2012.04.004,Ecotoxicology and Environmental Safety,https://www.sciencedirect.com/science/article/pii/S0147651312001121,English,Google Scholar,36.0333333,140.1166667,Japan,Species,Ischnura senegalensis,Odonata,Coenagrionidae,NA,Ischnura senegalensis,Nymph,2011,2011,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No insecticide,Table.3,Experimental,2,9.9,15.7,Standard deviation,2,4,4.5,Standard deviation,Daero,NA,NA
Hayasaka_2012,Y,Hayasaka_2012_Hayasaka 2012 6,"Hayasaka, D., Korenaga, T., Suzuki, K., Saito, F., SÃ¡nchez-Bayo, F., Goka, K.",2012,Cumulative ecological impacts of two successive annual treatments of imidacloprid and fipronil on aquatic communities of paddy mesoco<U+B294>,https://doi.org/10.1016/j.ecoenv.2012.04.004,Ecotoxicology and Environmental Safety,https://www.sciencedirect.com/science/article/pii/S0147651312001121,English,Google Scholar,36.0333333,140.1166667,Japan,Species,Ischnura senegalensis,Odonata,Coenagrionidae,NA,Ischnura senegalensis,Nymph,2011,2011,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No insecticide,Table.3,Experimental,2,10.5,17.8,Standard deviation,2,4,4.5,Standard deviation,Daero,NA,NA
Hayasaka_2012,Y,Hayasaka_2012_Hayasaka 2012 7,"Hayasaka, D., Korenaga, T., Suzuki, K., Saito, F., SÃ¡nchez-Bayo, F., Goka, K.",2012,Cumulative ecological impacts of two successive annual treatments of imidacloprid and fipronil on aquatic communities of paddy mesoco<U+B294>,https://doi.org/10.1016/j.ecoenv.2012.04.004,Ecotoxicology and Environmental Safety,https://www.sciencedirect.com/science/article/pii/S0147651312001121,English,Google Scholar,36.0333333,140.1166667,Japan,Species,Orthetrum albistylum speciosum,Odonata,Libellulidae,NA,Orthetrum albistylum speciosum,Nymph,2011,2011,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No insecticide,Table.3,Experimental,2,0.5,1,Standard deviation,2,1.3,1.9,Standard deviation,Daero,NA,NA
Hayasaka_2012,Y,Hayasaka_2012_Hayasaka 2012 8,"Hayasaka, D., Korenaga, T., Suzuki, K., Saito, F., SÃ¡nchez-Bayo, F., Goka, K.",2012,Cumulative ecological impacts of two successive annual treatments of imidacloprid and fipronil on aquatic communities of paddy mesoco<U+B294>,https://doi.org/10.1016/j.ecoenv.2012.04.004,Ecotoxicology and Environmental Safety,https://www.sciencedirect.com/science/article/pii/S0147651312001121,English,Google Scholar,36.0333333,140.1166667,Japan,Species,Orthetrum albistylum speciosum,Odonata,Libellulidae,NA,Orthetrum albistylum speciosum,Nymph,2011,2011,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No insecticide,Table.3,Experimental,2,1.8,1.5,Standard deviation,2,1.3,1.9,Standard deviation,Daero,NA,NA
Soniyagandhi_2014,Y,Soniyagandhi_2014_Soniyagandhi 2014 1,"Soniyagandhi, M., Kumar, K.",2014,Impact of agrochemicals on odonata in rice (Oryza sativa L.) ecosystem,,Journal of Biopesticides,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907908168&partnerID=40&md5=49adea2a07271a1257da6b22c58ad84d,English,Scopus,10.95062439,79.77963034,India,Order,Odonata,Odonata,,NA,NA,Nymph,2012,2012,Net,NA,NA,Abundance,Individuals/sweep,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No insecticide,Table.2,Experimental,12,0.21,0.1,Standard deviation,12,0.65,0.2,Standard deviation,Daero,NA,NA
Soniyagandhi_2014,Y,Soniyagandhi_2014_Soniyagandhi 2014 2,"Soniyagandhi, M., Kumar, K.",2014,Impact of agrochemicals on odonata in rice (Oryza sativa L.) ecosystem,,Journal of Biopesticides,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907908168&partnerID=40&md5=49adea2a07271a1257da6b22c58ad84d,English,Scopus,10.95062439,79.77963034,India,Order,Odonata,Odonata,,NA,NA,Nymph,2012,2013,Net,NA,NA,Abundance,Individuals/sweep,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No insecticide,Table.3,Experimental,12,0.21,0.1,Standard deviation,12,0.56,0.2,Standard deviation,Daero,NA,NA
Jakob_2016,Y,Jakob_2016_Jakob 2016 1,"Jakob, C., Poulin, B.",2016,Indirect effects of mosquito control using Bti on dragonflies and damselflies (Odonata) in the Camargue,10.1111/icad.12155,Insect Conservation and Diversity,https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL_VU2?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ%3Ahealthcompleteshell&atitle=Fipronil+application+on+rice+paddy+fields+reduces+densities+of+common+skimmer+and+scarlet+skimmer&title=Scientific+Reports+%28Nature+Publisher+Group%29&issn=&date=2016-03-01&volume=6&issue=&spage=23055&au=Kasai%2C+Atsushi%3BHayashi%2C+Takehiko+I%3BOhnishi%2C+Hitoshi%3BSuzuki%2C+Kazutaka%3BHayasaka%2C+Daisuke%3BGoka%2C+Koichi&isbn=&jtitle=Scientific+Reports+%28Nature+Publisher+Group%29&btitle=&rft_id=info:eric/&rft_id=info:doi/10.1038%2Fsrep23055,English,Web of science,10.95062439,79.77963034,France,Order,Odonata,Odonata,,NA,NA,Adult,2009,2013,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Larvicide,NA,NA,No application,Figure.4,Quasi-experimental,5,49.9,39,Standard deviation,5,99.9,41.7,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 1,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Mortonagrion selenion,Odonata,Coenagrionidae,NA,Mortonagrion selenion,Adult,2012,2012,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,7,0.7,1,Standard deviation,10,20.4,54.1,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 2,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Ischnura asiatica,Odonata,Coenagrionidae,NA,Ischnura asiatica,Adult,2012,2012,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,7,0,0,Standard deviation,10,0.1,0.3,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 3,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Indolestes peregrinus,Odonata,Lestidae,NA,Indolestes peregrinus,Adult,2012,2012,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,7,1.1,2.8,Standard deviation,10,1.6,2.9,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 4,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Lestes temporalis,Odonata,Lestidae,NA,Lestes temporalis,Adult,2012,2012,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,7,0,0,Standard deviation,10,0.7,1,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 5,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Sympetrum infuscatum,Odonata,Libellulidae,NA,Sympetrum infuscatum,Adult,2012,2012,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,7,0.7,1.2,Standard deviation,10,10.6,15.8,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 6,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Sympetrum frequens,Odonata,Libellulidae,NA,Sympetrum frequens,Adult,2012,2012,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,7,0.7,2,Standard deviation,10,22.3,16.8,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 7,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Sympetrum nymphal,Odonata,Libellulidae,NA,Sympetrum nymphal,Adult,2012,2012,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,7,1.1,3.3,Standard deviation,10,47.7,38.6,Standard deviation,Daero,NA,NA
