Paper_ID,Included,Observation_ID ,Author,Year,Title,Journal,DOI,URL,Language,Latitude,Longitude,Country,Taxa_level,Taxa_name,Order,Family,Genus ,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Sampling_method,Sampling_intensity_unit,Sampling_intensity,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Extracted_from,Evidence_type,Treatment_N,Treatment_mean,Treatment_error,Treatment_error_type,Control_N,Control_mean,Control_error,Control_error_type,Contributor_name,Search_date,Notes
Hepp_2009,Y,Hepp_2009_12,"Hepp, L.U. and Santos, S.",2009,Benthic communities of streams related to different land uses in a hydrographic basin in southern Brazil,Environmental Monitoring and Assessment,10.1007/s10661-008-0536-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349257763&doi=10.1007%2fs10661-008-0536-7&partnerID=40&md5=e3b56c6a5fe0e92fbfa105cd537f7676,English,-27.7839816,-52.552909,Brazil,Family,Perlidae,Plecoptera,Perlidae,,,,2004,2004,"Surber sampler,  0.1 m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Table 3,Quasi-experimental,2,0,0,Standard deviation,2,2.5,0.707106781,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimate of midpoint. Average abundances are manually calculated from absolute densities for seasons per land-use type (n = 2). 3 sampling sites per land use type. Sampled all in same larger catchment, with urban and ag influence, but only looked at site-level cattle influence. "
Hepp_2009,Y,Hepp_2009_13,"Hepp, L.U. and Santos, S.",2009,Benthic communities of streams related to different land uses in a hydrographic basin in southern Brazil,Environmental Monitoring and Assessment,10.1007/s10661-008-0536-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349257763&doi=10.1007%2fs10661-008-0536-7&partnerID=40&md5=e3b56c6a5fe0e92fbfa105cd537f7676,English,-27.7839816,-52.552909,Brazil,Family,Hydrobiosidae,Trichoptera,Hydrobiosidae,,,,2004,2004,"Surber sampler,  0.1 m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Table 3,Quasi-experimental,2,0,0,Standard deviation,2,1.5,2.121320344,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimate of midpoint. Average abundances are manually calculated from absolute densities for seasons per land-use type (n = 2). 3 sampling sites per land use type. Sampled all in same larger catchment, with urban and ag influence, but only looked at site-level cattle influence. "
Hepp_2009,Y,Hepp_2009_14,"Hepp, L.U. and Santos, S.",2009,Benthic communities of streams related to different land uses in a hydrographic basin in southern Brazil,Environmental Monitoring and Assessment,10.1007/s10661-008-0536-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349257763&doi=10.1007%2fs10661-008-0536-7&partnerID=40&md5=e3b56c6a5fe0e92fbfa105cd537f7676,English,-27.7839816,-52.552909,Brazil,Family,Hydroptilidae,Trichoptera,Hydroptilidae,,,,2004,2004,"Surber sampler,  0.1 m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Table 3,Quasi-experimental,2,22,15.55634919,Standard deviation,2,11,12.72792206,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimate of midpoint. Average abundances are manually calculated from absolute densities for seasons per land-use type (n = 2). 3 sampling sites per land use type. Sampled all in same larger catchment, with urban and ag influence, but only looked at site-level cattle influence. "
Hepp_2009,Y,Hepp_2009_15,"Hepp, L.U. and Santos, S.",2009,Benthic communities of streams related to different land uses in a hydrographic basin in southern Brazil,Environmental Monitoring and Assessment,10.1007/s10661-008-0536-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349257763&doi=10.1007%2fs10661-008-0536-7&partnerID=40&md5=e3b56c6a5fe0e92fbfa105cd537f7676,English,-27.7839816,-52.552909,Brazil,Family,Hydropsychidae,Trichoptera,Hydropsychidae,,,,2004,2004,"Surber sampler,  0.1 m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Table 3,Quasi-experimental,2,104,11.3137085,Standard deviation,2,200,236.1736649,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimate of midpoint. Average abundances are manually calculated from absolute densities for seasons per land-use type (n = 2). 3 sampling sites per land use type. Sampled all in same larger catchment, with urban and ag influence, but only looked at site-level cattle influence. "
Hepp_2009,Y,Hepp_2009_16,"Hepp, L.U. and Santos, S.",2009,Benthic communities of streams related to different land uses in a hydrographic basin in southern Brazil,Environmental Monitoring and Assessment,10.1007/s10661-008-0536-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349257763&doi=10.1007%2fs10661-008-0536-7&partnerID=40&md5=e3b56c6a5fe0e92fbfa105cd537f7676,English,-27.7839816,-52.552909,Brazil,Family,Leptoceridae,Trichoptera,Leptoceridae,,,,2004,2004,"Surber sampler,  0.1 m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Table 3,Quasi-experimental,2,0.5,0.707106781,Standard deviation,2,8,4.242640687,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimate of midpoint. Average abundances are manually calculated from absolute densities for seasons per land-use type (n = 2). 3 sampling sites per land use type. Sampled all in same larger catchment, with urban and ag influence, but only looked at site-level cattle influence. "
Hepp_2009,Y,Hepp_2009_17,"Hepp, L.U. and Santos, S.",2009,Benthic communities of streams related to different land uses in a hydrographic basin in southern Brazil,Environmental Monitoring and Assessment,10.1007/s10661-008-0536-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349257763&doi=10.1007%2fs10661-008-0536-7&partnerID=40&md5=e3b56c6a5fe0e92fbfa105cd537f7676,English,-27.7839816,-52.552909,Brazil,Family,Philopotamidae,Trichoptera,Philopotamidae,,,,2004,2004,"Surber sampler,  0.1 m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Table 3,Quasi-experimental,2,40.5,13.43502884,Standard deviation,2,23.5,2.121320344,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimate of midpoint. Average abundances are manually calculated from absolute densities for seasons per land-use type (n = 2). 3 sampling sites per land use type. Sampled all in same larger catchment, with urban and ag influence, but only looked at site-level cattle influence. "
Storey_2016,Y,Storey_2016_1,"Storey, Richard",2016,"Macroinvertebrate community responses to duration, intensity and timing of annual dry events in intermittent forested and pasture streams",Aquatic Sciences,10.1007/s00027-015-0443-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961217800&doi=10.1007%2fs00027-015-0443-2&partnerID=40&md5=03ba502c44b9ca17161709b0bedd12ae,English,-39.8,176.4,New Zealand,Subclass,EPT,,,,,,2008,2012,"Surber sampler,  0.1 m^2, 250 um mesh",,,Richness,Average,2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing,0,Absence,Figure 3,Quasi-experimental,20,4.87629,0.7629114,Standard error,20,6.432992,0.7952501,Standard error,Lindsey,01-Dec-23,"Streams are intermittent, and dry to their headwaters most summers for 1-4 months between December and April. Macroinvertebreates sampled once a year between Sept - Oct "
Storey_2016,Y,Storey_2016_2,"Storey, Richard",2016,"Macroinvertebrate community responses to duration, intensity and timing of annual dry events in intermittent forested and pasture streams",Aquatic Sciences,10.1007/s00027-015-0443-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961217800&doi=10.1007%2fs00027-015-0443-2&partnerID=40&md5=03ba502c44b9ca17161709b0bedd12ae,English,-39.8,176.4,New Zealand,Subclass,EPT,,,,,,2008,2012,"Surber sampler,  0.1 m^2, 250 um mesh",,,Abundance,Average (ind/0.1m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing,0,Absence,Figure 3,Quasi-experimental,20,138.2005,38.25171,Standard error,20,132.0823,46.85296,Standard error,Lindsey,01-Dec-23,"Streams are intermittent, and dry to their headwaters most summers for 1-4 months between December and April. Macroinvertebreates sampled once a year between Sept - Oct "
Dauwalter_2018,Y,Dauwalter_2018_1,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.07812375,-113.9311838,United States,Order,Ephemeroptera,Ephemeroptera,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,4,1.825741858,Standard deviation,4,3.25,0.957427108,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_2,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.07812375,-113.9311838,United States,Order,Trichoptera ,Trichoptera ,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,2.25,0.957427108,Standard deviation,4,2.25,0.5,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_3,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,41.99403,-113.9100175,United States,Order,Ephemeroptera,Ephemeroptera,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,2.25,0.957427108,Standard deviation,4,2.25,0.5,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_4,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,41.99403,-113.9100175,United States,Order,Plecoptera,Plecoptera,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,3.25,1.258305739,Standard deviation,4,3.25,1.5,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_5,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,41.99403,-113.9100175,United States,Order,Trichoptera ,Trichoptera ,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,2,1.154700538,Standard deviation,4,1.25,0.5,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_6,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.10230143,-113.91099,United States,Order,Ephemeroptera,Ephemeroptera,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,4.25,0.957427108,Standard deviation,3,2.333333333,0.577350269,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_7,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.10230143,-113.91099,United States,Order,Plecoptera,Plecoptera,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,1,0,Standard deviation,3,1.333333333,0.577350269,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_8,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.10230143,-113.91099,United States,Order,Trichoptera ,Trichoptera ,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,2.5,1.290994449,Standard deviation,3,2.666666667,0.577350269,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_9,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.109515,-113.8788375,United States,Order,Ephemeroptera,Ephemeroptera,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,3,0.816496581,Standard deviation,4,2.75,0.957427108,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_10,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.109515,-113.8788375,United States,Order,Plecoptera,Plecoptera,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,2.5,1.290994449,Standard deviation,4,0.25,0.5,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_11,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.109515,-113.8788375,United States,Order,Trichoptera ,Trichoptera ,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,3.5,0.577350269,Standard deviation,4,2.25,0.5,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_12,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.010125,-113.940005,United States,Order,Ephemeroptera,Ephemeroptera,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,2.25,0.957427108,Standard deviation,4,2,1.154700538,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_13,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.010125,-113.940005,United States,Order,Plecoptera,Plecoptera,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,2.5,1.732050808,Standard deviation,4,0.75,1.5,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_14,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.010125,-113.940005,United States,Order,Trichoptera ,Trichoptera ,,,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Richness,Average (no. taxa),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,3.75,0.957427108,Standard deviation,4,3,1.414213562,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_15,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.07812375,-113.9311838,United States,Genus,Acentrella,Ephemeroptera                                     ,Baetidae                                          ,Acentrella,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,17.02508961,12.54480287,Standard deviation,4,22.63001319,13.95917789,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
